no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,debt_to_income_ratio,total_assets,loan_to_asset_ratio,monthly_income,monthly_payment,payment_to_income_ratio
4,0,0,1400000,3100000,14,575,2100000,4900000,1400000,0,2.214284132654191,8400000,0.36904757511338393,116666.66666666667,221428.57142857142,1.8979429155913357
2,0,1,3800000,10900000,10,766,3900000,8600000,3000000,0,2.868420297784132,15500000,0.7032257610822089,316666.6666666667,1090000.0,3.442094393386126
1,1,1,1700000,5000000,10,888,900000,4100000,2200000,0,2.941174740485447,7200000,0.6944443479938406,141666.66666666666,500000.0,3.5293868513869318
3,0,1,9000000,30400000,6,638,11000000,26900000,9200000,0,3.3777774024691776,47100000,0.6454352304578508,750000.0,5066666.666666667,6.755546548160158
5,1,1,7300000,23300000,6,622,11600000,26400000,10500000,0,3.1917803846876187,48500000,0.4804123612286111,608333.3333333334,3883333.3333333335,6.383551150326876
1,1,0,7400000,19800000,18,458,6200000,27700000,4000000,1,2.6756753140979304,37900000,0.5224274268488805,616666.6666666666,1100000.0,1.7837808911661226
1,1,0,9000000,28200000,16,327,2300000,24000000,11200000,1,3.133332985185224,37500000,0.7519999799466672,750000.0,1762500.0,2.3499968666708444
0,1,0,3000000,6500000,2,612,3400000,6700000,1700000,0,2.166665944444685,11800000,0.5508474109451347,250000.0,3250000.0,12.999948000207999
1,0,0,800000,2900000,8,682,1100000,2900000,700000,0,3.6249954687556643,4700000,0.6170211453146499,66666.66666666667,362500.0,5.437418438723419
2,0,0,4800000,13200000,2,583,5800000,9500000,5200000,0,2.749999427083453,20500000,0.6439024076145167,400000.0,6600000.0,16.499958750103126
5,1,0,6400000,18300000,8,697,3600000,22500000,3600000,0,2.859374553222726,29700000,0.6161615954154345,533333.3333333334,2287500.0,4.289054458022891
3,0,0,9200000,27100000,12,306,11500000,28000000,9600000,1,2.9456518537334944,49100000,0.5519348156428755,766666.6666666666,2258333.3333333335,2.9456483317630457
4,1,1,400000,1500000,2,669,600000,900000,500000,0,3.7499906250234374,2000000,0.7499996250001875,33333.333333333336,750000.0,22.49932502024939
2,1,0,2800000,6000000,18,816,4200000,8000000,3400000,0,2.142856377551294,15600000,0.38461535996055385,233333.33333333334,333333.3333333333,1.4285653061486878
4,1,1,8500000,28900000,20,455,5800000,22500000,9400000,1,3.399999600000047,37700000,0.76657822900323,708333.3333333334,1445000.0,2.039997120004066
3,0,1,4700000,16400000,10,318,8100000,16200000,4300000,1,3.4893609597104343,28600000,0.5734265533766939,391666.6666666667,1640000.0,4.187223351770165
4,1,1,9800000,21200000,20,355,8900000,31800000,14400000,1,2.1632650853811137,55100000,0.38475498394274077,816666.6666666666,1060000.0,1.2979575943376396
2,1,1,3800000,8900000,16,389,5600000,12200000,2200000,1,2.3421046468145668,20000000,0.4449999777500011,316666.6666666667,556250.0,1.7565734002945252
2,0,0,500000,1500000,2,888,300000,1500000,600000,0,2.999994000012,2400000,0.6249997395834418,41666.666666666664,750000.0,17.999568010367753
2,0,1,6900000,15600000,6,352,5300000,22600000,10000000,1,2.260869237555183,37900000,0.41160948782033013,575000.0,2600000.0,4.521731266554319
4,1,1,9600000,30100000,12,870,6700000,38200000,5600000,0,3.135416340060798,50500000,0.5960395921576318,800000.0,2508333.3333333335,3.1354127474007325
3,1,0,2900000,6500000,18,827,600000,10400000,3200000,0,2.241378537455677,14200000,0.4577464466375742,241666.66666666666,361111.1111111111,1.4942466904734648
2,0,0,9800000,20900000,12,768,10200000,38600000,13400000,0,2.1326528436068526,62200000,0.3360128563341985,816666.6666666666,1741666.6666666667,2.132650449815776
0,0,0,7100000,15400000,18,707,10800000,19600000,5800000,0,2.1690137790121438,36200000,0.4254143528891063,591666.6666666666,855555.5555555555,1.4460069457159603
1,1,1,7700000,19100000,10,355,4900000,21900000,6600000,1,2.4805191583741353,33400000,0.5718562703037045,641666.6666666666,1910000.0,2.976618737737032
3,0,0,1400000,3300000,2,652,2100000,3500000,1900000,0,2.3571411734705903,7500000,0.43999994133334114,116666.66666666667,1650000.0,14.142735919406405
3,0,0,7800000,15900000,2,665,900000,27200000,5400000,0,2.038461277120349,33500000,0.47462685150367606,650000.0,7950000.0,12.230750414230132
5,1,1,1700000,6000000,18,420,1600000,3700000,2300000,1,3.529409688582536,7600000,0.7894735803324237,141666.66666666666,333333.3333333333,2.3529245675912875
2,1,0,8500000,32700000,18,471,9400000,33900000,12500000,1,3.847058370934309,55800000,0.5860214948741668,708333.3333333334,1816666.6666666667,2.564702261596807
5,1,0,1900000,7500000,20,715,2800000,6500000,2800000,0,3.947366343491398,12100000,0.6198346595177967,158333.33333333334,375000.0,2.368406094277299
2,1,1,6700000,15200000,10,689,8200000,15000000,6800000,0,2.268656377812481,30000000,0.5066666497777783,558333.3333333334,1520000.0,2.7223831837913126
3,0,1,6900000,16400000,4,787,6100000,26400000,3800000,0,2.3768112497375,36300000,0.4517906211627928,575000.0,4100000.0,7.130422381874118
2,0,0,2600000,7800000,4,819,4300000,5700000,1500000,0,2.99999884615429,11500000,0.6782608105860165,216666.66666666666,1950000.0,8.999958461730177
4,0,1,9600000,21100000,6,809,9500000,34700000,8700000,0,2.197916437717038,52900000,0.39886577695905906,800000.0,3516666.6666666665,4.395827838548535
1,1,1,6800000,17000000,2,744,3900000,23700000,3500000,0,2.499999632352995,31100000,0.5466237766358915,566666.6666666666,8500000.0,14.999973529458478
0,1,0,3200000,11300000,6,484,5500000,8500000,2100000,1,3.53124889648472,16100000,0.7018633104432727,266666.6666666667,1883333.3333333333,7.0624735157243155
4,1,0,2900000,10400000,6,673,1700000,10600000,1700000,0,3.5862056599290826,14000000,0.7428570897959221,241666.66666666666,1733333.3333333333,7.172384114272631
3,0,1,7900000,21200000,18,695,10600000,21800000,4900000,0,2.683543964108359,37300000,0.5683645960223969,658333.3333333334,1177777.7777777778,1.7890268183558875
4,1,1,3900000,12400000,12,473,4700000,13100000,3800000,1,3.1794863642342657,21600000,0.5740740474965719,325000.0,1033333.3333333334,3.1794773964798058
4,0,1,4600000,11000000,2,491,4000000,16100000,3500000,1,2.3913038279774286,23600000,0.46610167516518325,383333.3333333333,5500000.0,14.347788657942631
3,1,1,700000,1700000,8,733,800000,2400000,500000,0,2.4285679591886296,3700000,0.45945933528126076,58333.333333333336,212500.0,3.6427946949480865
0,1,0,5200000,15600000,20,434,5800000,18100000,5500000,1,2.999999423077034,29400000,0.5306122268499243,433333.3333333333,780000.0,1.799995846163432
3,1,1,5900000,20600000,10,777,4600000,21200000,6400000,0,3.4915248319449437,32200000,0.6397515329269711,491666.6666666667,2060000.0,4.189821986802738
4,0,0,7200000,19100000,4,774,7000000,17900000,3600000,0,2.652777409336471,28500000,0.6701754150815644,600000.0,4775000.0,7.958320069466551
1,1,1,8700000,27000000,10,717,8600000,17500000,9100000,0,3.1034479191439175,35200000,0.7670454327543911,725000.0,2700000.0,3.724132794299594
3,1,1,1100000,3500000,12,503,400000,2200000,1200000,1,3.181815289258828,3800000,0.9210523891967397,91666.66666666667,291666.6666666667,3.1817834714530386
1,0,1,4000000,10900000,14,598,6600000,13600000,4400000,0,2.72499931875017,24600000,0.44308941288254416,333333.3333333333,778571.4285714285,2.3357072785924498
2,0,0,9800000,32400000,2,543,17500000,25700000,7700000,0,3.306122111620193,50900000,0.6365422271799169,816666.6666666666,16200000.0,19.83671040402808
0,1,1,2700000,6800000,20,796,4200000,7000000,1900000,0,2.5185175857342275,13100000,0.5190839298409213,225000.0,340000.0,1.5111043950915775
3,1,1,8800000,34600000,8,386,16500000,18400000,6000000,1,3.931817735020712,40900000,0.84596574948739,733333.3333333334,4325000.0,5.897719230382867
5,1,1,3300000,7800000,16,632,500000,7100000,4900000,0,2.3636356473831373,12500000,0.623999950080004,275000.0,487500.0,1.7727208264697218
1,0,1,6900000,23400000,4,481,1100000,23400000,10200000,0,3.3913038563327746,34700000,0.6743515655806466,575000.0,5850000.0,10.173895349747218
3,0,1,900000,3500000,4,770,0,2000000,600000,1,3.8888845679060355,2600000,1.346153328402566,75000.0,875000.0,11.666511113185157
3,0,1,4100000,15500000,6,667,1600000,14700000,4000000,0,3.7804868828080775,20300000,0.7635467604164158,341666.6666666667,2583333.3333333335,7.560953480136155
3,1,1,4700000,17500000,8,585,3100000,9600000,4900000,0,3.723403463105646,17600000,0.9943181253228338,391666.6666666667,2187500.0,5.585092123169047
5,0,1,3400000,11600000,16,479,5700000,11200000,2400000,1,3.4117637024224403,19300000,0.6010362382882778,283333.3333333333,725000.0,2.558814498301771
2,0,0,9600000,22500000,18,851,16200000,24300000,12700000,0,2.3437497558594003,53200000,0.422932322877212,800000.0,1250000.0,1.5624980468774414
3,1,1,7000000,16200000,6,378,12600000,20300000,5500000,1,2.3142853836735164,38400000,0.42187498901367215,583333.3333333334,2700000.0,4.628563493891153
5,0,0,5700000,12900000,18,807,900000,18600000,5500000,0,2.263157497691667,25000000,0.5159999793600009,475000.0,716666.6666666666,1.5087687534692908
1,1,1,8200000,32400000,18,831,12300000,17700000,7800000,0,3.951219030339143,37800000,0.8571428344671208,683333.3333333334,1800000.0,2.634142486620751
2,1,0,2100000,5100000,12,674,3200000,6400000,2400000,0,2.4285702721093942,12000000,0.4249999645833363,175000.0,425000.0,2.428557551099708
1,1,1,8000000,28100000,18,725,12800000,23000000,7500000,0,3.5124995609375547,43300000,0.6489607240424775,666666.6666666666,1561111.111111111,2.3416631541719353
2,1,0,8000000,29300000,4,600,13200000,29400000,6500000,0,3.662499542187557,49100000,0.596741332041928,666666.6666666666,7325000.0,10.987483518774722
0,1,1,9400000,27000000,10,536,1700000,33800000,4800000,1,2.872340119963817,40300000,0.6699751694795243,783333.3333333334,2700000.0,3.4468041104628377
0,0,0,8400000,20600000,10,477,1500000,25000000,11900000,1,2.4523806604308738,38400000,0.5364583193630647,700000.0,2060000.0,2.942852938781516
1,1,1,1900000,5000000,6,560,1900000,6300000,1400000,0,2.6315775623275988,9600000,0.5208332790798668,158333.33333333334,833333.3333333334,5.2631246539495535
0,1,1,4200000,16400000,20,539,2100000,11400000,3100000,1,3.9047609750569108,16600000,0.9879517477137502,350000.0,820000.0,2.342850448998717
5,0,0,2600000,9100000,8,852,700000,10300000,3300000,0,3.4999986538466716,14300000,0.6363635918626859,216666.66666666666,1137500.0,5.249975769342603
3,1,0,3700000,8500000,20,853,5700000,7500000,4900000,0,2.2972966764063036,18100000,0.46961323372302577,308333.3333333333,425000.0,1.3783739079765147
0,0,0,8800000,30900000,12,729,700000,25700000,11400000,0,3.5113632373450865,37800000,0.8174602958343837,733333.3333333334,2575000.0,3.511358848147025
2,1,0,2100000,4700000,2,546,3200000,5700000,1500000,1,2.2380941723361083,10400000,0.4519230334689391,175000.0,2350000.0,13.428494694316033
3,0,1,900000,2400000,10,489,0,2800000,500000,1,2.666663703706996,3300000,0.7272725068871191,75000.0,240000.0,3.1999573339022147
3,0,1,9800000,35400000,6,869,16400000,22800000,10300000,0,3.612244529362803,49500000,0.7151515007040101,816666.6666666666,5900000.0,7.224480949615164
2,1,0,8000000,20000000,2,502,2200000,31600000,9900000,1,2.499999687500039,43700000,0.45766589341725644,666666.6666666666,10000000.0,14.99997750003375
0,0,0,9800000,38800000,8,652,19000000,29700000,5400000,0,3.959183269471095,54100000,0.7171903749133017,816666.6666666666,4850000.0,5.938768238242974
0,1,1,300000,1100000,8,789,100000,800000,400000,0,3.666654444485185,1300000,0.8461531952667729,25000.0,137500.0,5.4997800087996485
4,1,0,2700000,8100000,4,325,800000,9900000,3400000,0,2.9999988888893006,14100000,0.5744680443639685,225000.0,2025000.0,8.999960000177778
3,0,1,7400000,19600000,2,716,8900000,29100000,4200000,0,2.648648290723204,42200000,0.4644549652972757,616666.6666666666,9800000.0,15.891866121298182
3,0,0,9200000,34300000,18,523,4000000,29100000,8800000,1,3.728260464319515,41900000,0.8186157322526079,766666.6666666666,1905555.5555555555,2.4855040044150667
5,1,0,9500000,22200000,20,352,0,30800000,7000000,1,2.3368418592798044,37800000,0.5873015717645087,791666.6666666666,1110000.0,1.4021034920797995
5,0,1,3800000,14400000,2,345,800000,13000000,4700000,0,3.7894726869808717,18500000,0.7783783363038738,316666.6666666667,7200000.0,22.736770304935877
0,0,0,8300000,19400000,18,649,16100000,24300000,11300000,0,2.3373491159820343,51700000,0.37524177223903726,691666.6666666666,1077777.7777777778,1.5582306788632756
2,0,1,2800000,7400000,18,666,2300000,6300000,3400000,0,2.642856198979929,12000000,0.6166666152777821,233333.33333333334,411111.1111111111,1.761897210916715
0,0,0,8600000,20900000,10,813,11900000,26000000,4800000,0,2.4302322755543866,42700000,0.4894613468510223,716666.6666666666,2090000.0,2.916275000546511
0,1,0,5400000,16800000,10,599,7400000,14500000,7600000,0,3.1111105349795305,29500000,0.569491506118932,450000.0,1680000.0,3.733325037055473
5,0,1,4200000,9400000,6,678,5500000,9900000,5700000,0,2.238094705215546,21100000,0.44549760921812276,350000.0,1566666.6666666667,4.47617768711137
5,1,0,5200000,12200000,20,513,2000000,16800000,5400000,1,2.346153394970501,24200000,0.5041322105730491,433333.3333333333,610000.0,1.4076890591790943
5,0,0,9400000,27900000,4,870,200000,29500000,10400000,0,2.9680847906292778,40100000,0.6957605811531027,783333.3333333334,6975000.0,8.904243952028997
3,0,0,8800000,20400000,8,483,11400000,28200000,11800000,1,2.318181554752096,51400000,0.396887151811534,733333.3333333334,2550000.0,3.477267985543656
1,0,1,5900000,16700000,16,308,8800000,19100000,5300000,1,2.8305079948291536,33200000,0.5030120330418062,491666.6666666667,1043750.0,2.1228770382161932
3,0,1,1700000,4900000,16,591,1000000,4300000,1400000,0,2.882351245675738,6700000,0.7313431744263919,141666.66666666666,306250.0,2.1617494464744955
1,1,0,7000000,23000000,10,886,3700000,26700000,3600000,0,3.2857138163265978,34000000,0.6764705683391009,583333.3333333334,2300000.0,3.942850383685056
4,1,0,1700000,4000000,6,829,1600000,5200000,1700000,0,2.3529397923883573,8500000,0.4705881799308024,141666.66666666666,666666.6666666666,4.705849135182575
0,1,0,1500000,4900000,12,651,2800000,4600000,800000,0,3.2666644888903407,8200000,0.5975609027364753,125000.0,408333.3333333333,3.266640533542398
4,1,0,2000000,4700000,18,733,3700000,7000000,2800000,0,2.3499988250005877,13500000,0.34814812235939835,166666.66666666666,261111.11111111112,1.5666572667230665
5,0,1,3900000,15500000,12,433,5400000,7900000,4600000,1,3.974357955292832,17900000,0.8659217393339811,325000.0,1291666.6666666667,3.974346745599757
1,0,1,900000,3600000,14,713,1000000,1800000,1200000,0,3.999995555560494,4000000,0.8999997750000562,75000.0,257142.85714285713,3.4285257148952297
1,0,0,6900000,22500000,18,403,8400000,16900000,6300000,1,3.2608690926276678,31600000,0.7120252939232502,575000.0,1250000.0,2.1739092627664993
0,0,1,2800000,7800000,10,405,2500000,7100000,3400000,1,2.7857132908166817,13000000,0.5999999538461573,233333.33333333334,780000.0,3.34284281638793
3,0,1,6800000,19900000,10,516,6000000,26000000,8500000,1,2.9264701578720356,40500000,0.4913580125590614,566666.6666666666,1990000.0,3.5117585086614556
4,1,1,600000,1800000,8,417,700000,1800000,800000,1,2.9999950000083335,3300000,0.5454543801653393,50000.0,225000.0,4.499910001799964
1,1,0,4700000,14000000,6,468,1800000,10600000,4600000,1,2.978722770484517,17000000,0.8235293633218022,391666.6666666667,2333333.3333333335,5.957431598046984
5,0,1,3000000,11800000,10,672,3600000,9800000,4100000,0,3.9333320222226593,17500000,0.6742856757551042,250000.0,1180000.0,4.71998112007552
5,1,0,4000000,13900000,6,530,5600000,12500000,6000000,1,3.4749991312502173,24100000,0.5767634615450846,333333.3333333333,2316666.6666666665,6.94997915006255
1,1,1,3100000,11300000,14,824,6000000,11000000,4400000,0,3.6451601144644794,21400000,0.5280373585029272,258333.33333333334,807142.8571428572,3.1244118686360847
1,1,1,7700000,25500000,12,549,10600000,20500000,7000000,1,3.3116878815989765,38100000,0.6692913210159758,641666.6666666666,2125000.0,3.3116831506236615
5,1,1,4300000,9300000,10,450,6700000,10000000,4100000,1,2.1627901946999546,20800000,0.4471153631194537,358333.3333333333,930000.0,2.5953415943955505
1,0,1,5800000,19500000,20,431,5000000,15600000,3300000,1,3.3620683858502782,23900000,0.8158995474519017,483333.3333333333,975000.0,2.017237205716126
3,0,1,3600000,10700000,16,312,1600000,13100000,5200000,1,2.9722213966051676,19900000,0.5376884151915369,300000.0,668750.0,2.2291592361358794
0,1,1,2900000,7600000,8,320,5600000,9600000,3100000,1,2.6206887514866373,18300000,0.41530052375406973,241666.66666666666,950000.0,3.9310182164763456
0,0,0,8800000,20200000,4,433,4200000,30500000,12400000,1,2.2954542846074677,47100000,0.42887472550159816,733333.3333333334,5050000.0,6.8863542458805735
1,1,1,300000,1000000,10,431,500000,900000,100000,1,3.3333222222592593,1500000,0.6666662222225185,25000.0,100000.0,3.999840006399744
5,1,1,8600000,28900000,8,516,1800000,30200000,6800000,1,3.3604647255273576,38800000,0.7448453416276973,716666.6666666666,3612500.0,5.040690640896781
2,1,1,3500000,12000000,14,476,6800000,12400000,2900000,1,3.4285704489798716,22100000,0.5429864007698462,291666.6666666667,857142.8571428572,2.9387654344368777
5,0,0,800000,2600000,6,560,200000,3000000,1000000,0,3.249995937505078,4200000,0.6190474716553639,66666.66666666667,433333.3333333333,6.499902501462477
2,0,0,8000000,27100000,12,674,400000,25300000,6400000,0,3.387499576562553,32100000,0.8442367338244008,666666.6666666666,2258333.3333333335,3.387494918757622
0,1,1,9900000,38200000,6,573,10000000,20100000,5900000,0,3.8585854688297507,36000000,1.0611110816358034,825000.0,6366666.666666667,7.71716236303552
2,1,0,3300000,6600000,6,331,2000000,8900000,2700000,1,1.9999993939395775,13600000,0.48529408196367047,275000.0,1100000.0,3.999985454598347
4,0,1,2000000,6700000,12,633,800000,4800000,2000000,0,3.3499983250008376,7600000,0.8815788313712064,166666.66666666666,558333.3333333334,3.3499799001205997
